Ticker,Gemini,Coinbase,Kraken,Cryptodotcom,Kucoin
GLCHUSDT,0,0,0,0,1
GLMUSDT,0,0,0,0,1
GLQUSDT,0,0,0,0,1
GMBUSDT,0,0,0,0,1
GMEEUSDT,0,0,0,0,1
GMTUSDT,0,0,0,0,1
GOUSDT,0,0,0,0,1
GODSUSDT,0,0,0,0,1
GOM2USDT,0,0,0,0,1
GOVIUSDT,0,0,0,0,1
GRINUSDT,0,0,0,0,1
GRTUSDT,0,0,0,0,1
GTCUSDT,0,0,0,0,1
H3RO3SUSDT,0,0,0,0,1
HAIUSDT,0,0,0,0,1
HAKAUSDT,0,0,0,0,1
HARDUSDT,0,0,0,0,1
HBBUSDT,0,0,0,0,1
HEARTUSDT,0,0,0,0,1
HEGICUSDT,0,0,0,0,1
HEROUSDT,0,0,0,0,1
HNTUSDT,0,0,0,0,1
HORDUSDT,0,0,0,0,1
HOTCROSSUSDT,0,0,0,0,1
HTUSDT,0,0,0,0,1
HYDRAUSDT,0,0,0,0,1
HYVEUSDT,0,0,0,0,1
IDEAUSDT,0,0,0,0,1
ILAUSDT,0,0,0,0,1
ILVUSDT,0,0,0,0,1
IMXUSDT,0,0,0,0,1
INJUSDT,0,0,0,0,1
IOIUSDT,0,0,0,0,1
IOSTUSDT,0,0,0,0,1
IOTAUSDT,0,0,0,0,1
ISPUSDT,0,0,0,0,1
IXSUSDT,0,0,0,0,1
JARUSDT,0,0,0,0,1
JSTUSDT,0,0,0,0,1
JUPUSDT,0,0,0,0,1
KAIUSDT,0,0,0,0,1
KARUSDT,0,0,0,0,1
KATUSDT,0,0,0,0,1
KAVAUSDT,0,0,0,0,1
KDONUSDT,0,0,0,0,1
KEEPUSDT,0,0,0,0,1
KINUSDT,0,0,0,0,1
KLAYUSDT,0,0,0,0,1
KLVUSDT,0,0,0,0,1
KMAUSDT,0,0,0,0,1
KMDUSDT,0,0,0,0,1
KOLUSDT,0,0,0,0,1
KONOUSDT,0,0,0,0,1
KRLUSDT,0,0,0,0,1
KSMUSDT,0,0,0,0,1
LABSUSDT,0,0,0,0,1
LACEUSDT,0,0,0,0,1
LAVAXUSDT,0,0,0,0,1
LIKEUSDT,0,0,0,0,1
LINAUSDT,0,0,0,0,1
LINK3LUSDT,0,0,0,0,1
LINK3SUSDT,0,0,0,0,1
LITUSDT,0,0,0,0,1
LITHUSDT,0,0,0,0,1
LOCUSDT,0,0,0,0,1
LOCGUSDT,0,0,0,0,1
OXENUSDT,0,0,0,0,1
LONUSDT,0,0,0,0,1
LOVEUSDT,0,0,0,0,1
LPOOLUSDT,0,0,0,0,1
LPTUSDT,0,0,0,0,1
LRCUSDT,0,0,0,0,1
LSSUSDT,0,0,0,0,1
LTC3LUSDT,0,0,0,0,1
LTC3SUSDT,0,0,0,0,1
LTOUSDT,0,0,0,0,1
LTXUSDT,0,0,0,0,1
LUNA3SUSDT,0,0,0,0,1
LYMUSDT,0,0,0,0,1
LYXeUSDT,0,0,0,0,1
MAHAUSDT,0,0,0,0,1
MAKIUSDT,0,0,0,0,1
MANUSDT,0,0,0,0,1
MANA3LUSDT,0,0,0,0,1
MANA3SUSDT,0,0,0,0,1
MAPUSDT,0,0,0,0,1
MARS4USDT,0,0,0,0,1
MARSHUSDT,0,0,0,0,1
MASKUSDT,0,0,0,0,1
MATIC3LUSDT,0,0,0,0,1
MATIC3SUSDT,0,0,0,0,1
MATTERUSDT,0,0,0,0,1
MELOSUSDT,0,0,0,0,1
MEMUSDT,0,0,0,0,1
METISUSDT,0,0,0,0,1
MFTUSDT,0,0,0,0,1
MHCUSDT,0,0,0,0,1
MIRUSDT,0,0,0,0,1
MITXUSDT,0,0,0,0,1
MJTUSDT,0,0,0,0,1
MLKUSDT,0,0,0,0,1
MLNUSDT,0,0,0,0,1
MNETUSDT,0,0,0,0,1
MNSTUSDT,0,0,0,0,1
MNWUSDT,0,0,0,0,1
MODEFIUSDT,0,0,0,0,1
MONIUSDT,0,0,0,0,1
MOVRUSDT,0,0,0,0,1
MSWAPUSDT,0,0,0,0,1
MTLUSDT,0,0,0,0,1
MTRGUSDT,0,0,0,0,1
MTSUSDT,0,0,0,0,1
MTVUSDT,0,0,0,0,1
MXCUSDT,0,0,0,0,1
MXWUSDT,0,0,0,0,1
NAKAUSDT,0,0,0,0,1
NDAUUSDT,0,0,0,0,1
NEAR3LUSDT,0,0,0,0,1
NEAR3SUSDT,0,0,0,0,1
NEOUSDT,0,0,0,0,1
NFTUSDT,0,0,0,0,1
NFTBUSDT,0,0,0,0,1
NGCUSDT,0,0,0,0,1
NGLUSDT,0,0,0,0,1
NIFUSDT,0,0,0,0,1
NIMUSDT,0,0,0,0,1
NKNUSDT,0,0,0,0,1
NMRUSDT,0,0,0,0,1
NOIAUSDT,0,0,0,0,1
NORDUSDT,0,0,0,0,1
NTVRKUSDT,0,0,0,0,1
NUUSDT,0,0,0,0,1
NUMUSDT,0,0,0,0,1
NWCUSDT,0,0,0,0,1
OCEANUSDT,0,0,0,0,1
ODDZUSDT,0,0,0,0,1
OGNUSDT,0,0,0,0,1
OMUSDT,0,0,0,0,1
OMGUSDT,0,0,0,0,1
ONSTONUSDT,0,0,0,0,1
ONTUSDT,0,0,0,0,1
OOEUSDT,0,0,0,0,1
OOKIUSDT,0,0,0,0,1
OPCTUSDT,0,0,0,0,1
OPULUSDT,0,0,0,0,1
ORAIUSDT,0,0,0,0,1
ORBSUSDT,0,0,0,0,1
OUSDUSDT,0,0,0,0,1
OXTUSDT,0,0,0,0,1
PAXGUSDT,0,0,0,0,1
PBRUSDT,0,0,0,0,1
PBXUSDT,0,0,0,0,1
PCXUSDT,0,0,0,0,1
PDEXUSDT,0,0,0,0,1
PELUSDT,0,0,0,0,1
PEOPLEUSDT,0,0,0,0,1
PERPUSDT,0,0,0,0,1
PHAUSDT,0,0,0,0,1
PHNXUSDT,0,0,0,0,1
PIVXUSDT,0,0,0,0,1
PLGRUSDT,0,0,0,0,1
PLUUSDT,0,0,0,0,1
PMONUSDT,0,0,0,0,1
PNTUSDT,0,0,0,0,1
POLUSDT,0,0,0,0,1
POLCUSDT,0,0,0,0,1
POLSUSDT,0,0,0,0,1
POLXUSDT,0,0,0,0,1
PONDUSDT,0,0,0,0,1
POWRUSDT,0,0,0,0,1
PREUSDT,0,0,0,0,1
PROMUSDT,0,0,0,0,1
PRQUSDT,0,0,0,0,1
PUNDIXUSDT,0,0,0,0,1
PUSHUSDT,0,0,0,0,1
QIUSDT,0,0,0,0,1
QUICKUSDT,0,0,0,0,1
REVUSDT,0,0,0,0,1
RACEFIUSDT,0,0,0,0,1
RANKERUSDT,0,0,0,0,1
REAPUSDT,0,0,0,0,1
REEFUSDT,0,0,0,0,1
RENUSDT,0,0,0,0,1
REPUSDT,0,0,0,0,1
REQUSDT,0,0,0,0,1
REVUUSDT,0,0,0,0,1
REVVUSDT,0,0,0,0,1
RFOXUSDT,0,0,0,0,1
RFUELUSDT,0,0,0,0,1
RLYUSDT,0,0,0,0,1
RMRKUSDT,0,0,0,0,1
ROARUSDT,0,0,0,0,1
ROSNUSDT,0,0,0,0,1
ROUTEUSDT,0,0,0,0,1
RSRUSDT,0,0,0,0,1
RUNEUSDT,0,0,0,0,1
SAND3LUSDT,0,0,0,0,1
SAND3SUSDT,0,0,0,0,1
SCLPUSDT,0,0,0,0,1
SDAOUSDT,0,0,0,0,1
SDNUSDT,0,0,0,0,1
SENSOUSDT,0,0,0,0,1
SFPUSDT,0,0,0,0,1
SFUNDUSDT,0,0,0,0,1
SHAUSDT,0,0,0,0,1
SHFTUSDT,0,0,0,0,1
SHILLUSDT,0,0,0,0,1
SHRUSDT,0,0,0,0,1
SHXUSDT,0,0,0,0,1
SKEYUSDT,0,0,0,0,1
SKLUSDT,0,0,0,0,1
SKUUSDT,0,0,0,0,1
SLIMUSDT,0,0,0,0,1
SOL3LUSDT,0,0,0,0,1
SOL3SUSDT,0,0,0,0,1
SOLRUSDT,0,0,0,0,1
SOLVEUSDT,0,0,0,0,1
SONUSDT,0,0,0,0,1
SOSUSDT,0,0,0,0,1
SOULUSDT,0,0,0,0,1
SOVUSDT,0,0,0,0,1
SPIUSDT,0,0,0,0,1
SRKUSDT,0,0,0,0,1
SRMUSDT,0,0,0,0,1
STARLYUSDT,0,0,0,0,1
STCUSDT,0,0,0,0,1
STMXUSDT,0,0,0,0,1
STNDUSDT,0,0,0,0,1
STORJUSDT,0,0,0,0,1
STRONGUSDT,0,0,0,0,1
STXUSDT,0,0,0,0,1
SUKUUSDT,0,0,0,0,1
SUNUSDT,0,0,0,0,1
SUPERUSDT,0,0,0,0,1
SURVUSDT,0,0,0,0,1
SUSDUSDT,0,0,0,0,1
SUSHI3LUSDT,0,0,0,0,1
SUSHI3SUSDT,0,0,0,0,1
SUTERUSDT,0,0,0,0,1
SWASHUSDT,0,0,0,0,1
SWINGBYUSDT,0,0,0,0,1
SWPUSDT,0,0,0,0,1
SXPUSDT,0,0,0,0,1
SYLOUSDT,0,0,0,0,1
TARAUSDT,0,0,0,0,1
TCPUSDT,0,0,0,0,1
TFUELUSDT,0,0,0,0,1
TIDALUSDT,0,0,0,0,1
TIMEUSDT,0,0,0,0,1
TKOUSDT,0,0,0,0,1
TKYUSDT,0,0,0,0,1
TLMUSDT,0,0,0,0,1
TLOSUSDT,0,0,0,0,1
TOKOUSDT,0,0,0,0,1
TOMOUSDT,0,0,0,0,1
TONEUSDT,0,0,0,0,1
TOWERUSDT,0,0,0,0,1
TRADEUSDT,0,0,0,0,1
TRBUSDT,0,0,0,0,1
TRIASUSDT,0,0,0,0,1
TRUUSDT,0,0,0,0,1
TRVLUSDT,0,0,0,0,1
TVKUSDT,0,0,0,0,1
TWTUSDT,0,0,0,0,1
TXAUSDT,0,0,0,0,1
UBXUSDT,0,0,0,0,1
UBXTUSDT,0,0,0,0,1
UFOUSDT,0,0,0,0,1
UMAUSDT,0,0,0,0,1
UMBUSDT,0,0,0,0,1
UNBUSDT,0,0,0,0,1
UNFIUSDT,0,0,0,0,1
UNI3LUSDT,0,0,0,0,1
UNI3SUSDT,0,0,0,0,1
UNICUSDT,0,0,0,0,1
UNOUSDT,0,0,0,0,1
UOSUSDT,0,0,0,0,1
USDJUSDT,0,0,0,0,1
USDNUSDT,0,0,0,0,1
VAIUSDT,0,0,0,0,1
VEEDUSDT,0,0,0,0,1
VEGAUSDT,0,0,0,0,1
VELOUSDT,0,0,0,0,1
VET3SUSDT,0,0,0,0,1
VIDUSDT,0,0,0,0,1
VIDTUSDT,0,0,0,0,1
VLXUSDT,0,0,0,0,1
VSYSUSDT,0,0,0,0,1
VXVUSDT,0,0,0,0,1
WALUSDT,0,0,0,0,1
WAVESUSDT,0,0,0,0,1
WAXPUSDT,0,0,0,0,1
WESTUSDT,0,0,0,0,1
WHALEUSDT,0,0,0,0,1
WILDUSDT,0,0,0,0,1
WINUSDT,0,0,0,0,1
WMTUSDT,0,0,0,0,1
WNCGUSDT,0,0,0,0,1
WNXMUSDT,0,0,0,0,1
WOMUSDT,0,0,0,0,1
WOOUSDT,0,0,0,0,1
WRXUSDT,0,0,0,0,1
WXTUSDT,0,0,0,0,1
XAVAUSDT,0,0,0,0,1
XCADUSDT,0,0,0,0,1
XCHUSDT,0,0,0,0,1
XCURUSDT,0,0,0,0,1
XDBUSDT,0,0,0,0,1
XDCUSDT,0,0,0,0,1
XECUSDT,0,0,0,0,1
XEDUSDT,0,0,0,0,1
XEMUSDT,0,0,0,0,1
XHVUSDT,0,0,0,0,1
XNLUSDT,0,0,0,0,1
XNOUSDT,0,0,0,0,1
XPRUSDT,0,0,0,0,1
XPRTUSDT,0,0,0,0,1
XRP3LUSDT,0,0,0,0,1
XRP3SUSDT,0,0,0,0,1
XSRUSDT,0,0,0,0,1
XTAGUSDT,0,0,0,0,1
XTMUSDT,0,0,0,0,1
XTZUSDT,0,0,0,0,1
XVSUSDT,0,0,0,0,1
XYMUSDT,0,0,0,0,1
YFDAIUSDT,0,0,0,0,1
YFIUSDT,0,0,0,0,1
YGGUSDT,0,0,0,0,1
YLDUSDT,0,0,0,0,1
YOPUSDT,0,0,0,0,1
ZCXUSDT,0,0,0,0,1
ZECUSDT,0,0,0,0,1
ZEEUSDT,0,0,0,0,1
ZENUSDT,0,0,0,0,1
ZILUSDT,0,0,0,0,1
ZKTUSDT,0,0,0,0,1
